source,locality,bhk,price_raw,area_raw,title,url,scraped_date,price,area_sqft,price_per_sqft,year,month,month_name,week_number,festival,is_festival
magicbricks,Kolar Road,1 BHK,"₹ 6,000/month",516 sq.ft,1 BHK Flat in Kolar Road,https://example.com/kolar-road/1-bhk,2024-02-12,6000,516.0,11.63,2024,2,Feb,7,,False
99acres,Kolar Road,2 BHK,"₹ 11,500/month",745 sq.ft,2 BHK Flat in Kolar Road,https://example.com/kolar-road/2-bhk,2024-02-12,11500,745.0,15.44,2024,2,Feb,7,,False
99acres,Kolar Road,2 BHK,"₹ 12,000/month",969 sq.ft,2 BHK Flat in Kolar Road,https://example.com/kolar-road/2-bhk,2024-02-12,12000,969.0,12.38,2024,2,Feb,7,,False
99acres,Kolar Road,2 BHK,"₹ 11,500/month",851 sq.ft,2 BHK Flat in Kolar Road,https://example.com/kolar-road/2-bhk,2024-02-12,11500,851.0,13.51,2024,2,Feb,7,,False
99acres,Kolar Road,2 BHK,"₹ 8,000/month",991 sq.ft,2 BHK Flat in Kolar Road,https://example.com/kolar-road/2-bhk,2024-02-12,8000,991.0,8.07,2024,2,Feb,7,,False
99acres,Kolar Road,2 BHK,"₹ 9,500/month",806 sq.ft,2 BHK Flat in Kolar Road,https://example.com/kolar-road/2-bhk,2024-02-12,9500,806.0,11.79,2024,2,Feb,7,,False
99acres,Kolar Road,2 BHK,"₹ 10,000/month",813 sq.ft,2 BHK Flat in Kolar Road,https://example.com/kolar-road/2-bhk,2024-02-12,10000,813.0,12.3,2024,2,Feb,7,,False
magicbricks,Kolar Road,2 BHK,"₹ 10,500/month",821 sq.ft,2 BHK Flat in Kolar Road,https://example.com/kolar-road/2-bhk,2024-02-12,10500,821.0,12.79,2024,2,Feb,7,,False
magicbricks,Kolar Road,2 BHK,"₹ 11,500/month",996 sq.ft,2 BHK Flat in Kolar Road,https://example.com/kolar-road/2-bhk,2024-02-12,11500,996.0,11.55,2024,2,Feb,7,,False
magicbricks,Kolar Road,2 BHK,"₹ 10,500/month",769 sq.ft,2 BHK Flat in Kolar Road,https://example.com/kolar-road/2-bhk,2024-02-12,10500,769.0,13.65,2024,2,Feb,7,,False
magicbricks,Kolar Road,2 BHK,"₹ 8,500/month",744 sq.ft,2 BHK Flat in Kolar Road,https://example.com/kolar-road/2-bhk,2024-02-12,8500,744.0,11.42,2024,2,Feb,7,,False
99acres,Kolar Road,3 BHK,"₹ 16,500/month",1346 sq.ft,3 BHK Flat in Kolar Road,https://example.com/kolar-road/3-bhk,2024-02-12,16500,1346.0,12.26,2024,2,Feb,7,,False
99acres,Kolar Road,3 BHK,"₹ 17,000/month",1301 sq.ft,3 BHK Flat in Kolar Road,https://example.com/kolar-road/3-bhk,2024-02-12,17000,1301.0,13.07,2024,2,Feb,7,,False
99acres,Kolar Road,3 BHK,"₹ 17,000/month",1337 sq.ft,3 BHK Flat in Kolar Road,https://example.com/kolar-road/3-bhk,2024-02-12,17000,1337.0,12.72,2024,2,Feb,7,,False
magicbricks,Kolar Road,3 BHK,"₹ 18,000/month",1168 sq.ft,3 BHK Flat in Kolar Road,https://example.com/kolar-road/3-bhk,2024-02-12,18000,1168.0,15.41,2024,2,Feb,7,,False
99acres,Kolar Road,3 BHK,"₹ 17,500/month",1437 sq.ft,3 BHK Flat in Kolar Road,https://example.com/kolar-road/3-bhk,2024-02-12,17500,1437.0,12.18,2024,2,Feb,7,,False
99acres,Kolar Road,3 BHK,"₹ 17,000/month",1430 sq.ft,3 BHK Flat in Kolar Road,https://example.com/kolar-road/3-bhk,2024-02-12,17000,1430.0,11.89,2024,2,Feb,7,,False
magicbricks,Kolar Road,3 BHK,"₹ 15,500/month",1132 sq.ft,3 BHK Flat in Kolar Road,https://example.com/kolar-road/3-bhk,2024-02-12,15500,1132.0,13.69,2024,2,Feb,7,,False
magicbricks,Kolar Road,3 BHK,"₹ 12,000/month",1360 sq.ft,3 BHK Flat in Kolar Road,https://example.com/kolar-road/3-bhk,2024-02-12,12000,1360.0,8.82,2024,2,Feb,7,,False
99acres,Kolar Road,3 BHK,"₹ 17,000/month",1347 sq.ft,3 BHK Flat in Kolar Road,https://example.com/kolar-road/3-bhk,2024-02-12,17000,1347.0,12.62,2024,2,Feb,7,,False
magicbricks,Kolar Road,3 BHK,"₹ 16,500/month",1299 sq.ft,3 BHK Flat in Kolar Road,https://example.com/kolar-road/3-bhk,2024-02-12,16500,1299.0,12.7,2024,2,Feb,7,,False
magicbricks,Ayodhya Nagar,1 BHK,"₹ 7,000/month",521 sq.ft,1 BHK Flat in Ayodhya Nagar,https://example.com/ayodhya-nagar/1-bhk,2024-02-12,7000,521.0,13.44,2024,2,Feb,7,,False
99acres,Ayodhya Nagar,1 BHK,"₹ 6,000/month",474 sq.ft,1 BHK Flat in Ayodhya Nagar,https://example.com/ayodhya-nagar/1-bhk,2024-02-12,6000,474.0,12.66,2024,2,Feb,7,,False
99acres,Ayodhya Nagar,1 BHK,"₹ 6,000/month",572 sq.ft,1 BHK Flat in Ayodhya Nagar,https://example.com/ayodhya-nagar/1-bhk,2024-02-12,6000,572.0,10.49,2024,2,Feb,7,,False
magicbricks,Ayodhya Nagar,1 BHK,"₹ 8,000/month",510 sq.ft,1 BHK Flat in Ayodhya Nagar,https://example.com/ayodhya-nagar/1-bhk,2024-02-12,8000,510.0,15.69,2024,2,Feb,7,,False
magicbricks,Ayodhya Nagar,1 BHK,"₹ 7,000/month",516 sq.ft,1 BHK Flat in Ayodhya Nagar,https://example.com/ayodhya-nagar/1-bhk,2024-02-12,7000,516.0,13.57,2024,2,Feb,7,,False
magicbricks,Ayodhya Nagar,1 BHK,"₹ 7,500/month",552 sq.ft,1 BHK Flat in Ayodhya Nagar,https://example.com/ayodhya-nagar/1-bhk,2024-02-12,7500,552.0,13.59,2024,2,Feb,7,,False
magicbricks,Ayodhya Nagar,1 BHK,"₹ 7,000/month",615 sq.ft,1 BHK Flat in Ayodhya Nagar,https://example.com/ayodhya-nagar/1-bhk,2024-02-12,7000,615.0,11.38,2024,2,Feb,7,,False
magicbricks,Ayodhya Nagar,2 BHK,"₹ 11,500/month",957 sq.ft,2 BHK Flat in Ayodhya Nagar,https://example.com/ayodhya-nagar/2-bhk,2024-02-12,11500,957.0,12.02,2024,2,Feb,7,,False
99acres,Ayodhya Nagar,2 BHK,"₹ 13,000/month",1041 sq.ft,2 BHK Flat in Ayodhya Nagar,https://example.com/ayodhya-nagar/2-bhk,2024-02-12,13000,1041.0,12.49,2024,2,Feb,7,,False
99acres,Ayodhya Nagar,2 BHK,"₹ 10,500/month",966 sq.ft,2 BHK Flat in Ayodhya Nagar,https://example.com/ayodhya-nagar/2-bhk,2024-02-12,10500,966.0,10.87,2024,2,Feb,7,,False
magicbricks,Ayodhya Nagar,2 BHK,"₹ 11,500/month",812 sq.ft,2 BHK Flat in Ayodhya Nagar,https://example.com/ayodhya-nagar/2-bhk,2024-02-12,11500,812.0,14.16,2024,2,Feb,7,,False
magicbricks,Ayodhya Nagar,2 BHK,"₹ 10,500/month",743 sq.ft,2 BHK Flat in Ayodhya Nagar,https://example.com/ayodhya-nagar/2-bhk,2024-02-12,10500,743.0,14.13,2024,2,Feb,7,,False
99acres,Ayodhya Nagar,2 BHK,"₹ 10,500/month",787 sq.ft,2 BHK Flat in Ayodhya Nagar,https://example.com/ayodhya-nagar/2-bhk,2024-02-12,10500,787.0,13.34,2024,2,Feb,7,,False
magicbricks,Ayodhya Nagar,2 BHK,"₹ 11,000/month",718 sq.ft,2 BHK Flat in Ayodhya Nagar,https://example.com/ayodhya-nagar/2-bhk,2024-02-12,11000,718.0,15.32,2024,2,Feb,7,,False
magicbricks,Ayodhya Nagar,3 BHK,"₹ 18,000/month",1446 sq.ft,3 BHK Flat in Ayodhya Nagar,https://example.com/ayodhya-nagar/3-bhk,2024-02-12,18000,1446.0,12.45,2024,2,Feb,7,,False
99acres,Ayodhya Nagar,3 BHK,"₹ 16,000/month",1199 sq.ft,3 BHK Flat in Ayodhya Nagar,https://example.com/ayodhya-nagar/3-bhk,2024-02-12,16000,1199.0,13.34,2024,2,Feb,7,,False
magicbricks,Ayodhya Nagar,3 BHK,"₹ 20,500/month",1425 sq.ft,3 BHK Flat in Ayodhya Nagar,https://example.com/ayodhya-nagar/3-bhk,2024-02-12,20500,1425.0,14.39,2024,2,Feb,7,,False
99acres,Ayodhya Nagar,3 BHK,"₹ 15,000/month",1176 sq.ft,3 BHK Flat in Ayodhya Nagar,https://example.com/ayodhya-nagar/3-bhk,2024-02-12,15000,1176.0,12.76,2024,2,Feb,7,,False
magicbricks,Ayodhya Nagar,3 BHK,"₹ 17,000/month",1299 sq.ft,3 BHK Flat in Ayodhya Nagar,https://example.com/ayodhya-nagar/3-bhk,2024-02-12,17000,1299.0,13.09,2024,2,Feb,7,,False
magicbricks,Ayodhya Nagar,3 BHK,"₹ 16,500/month",1300 sq.ft,3 BHK Flat in Ayodhya Nagar,https://example.com/ayodhya-nagar/3-bhk,2024-02-12,16500,1300.0,12.69,2024,2,Feb,7,,False
99acres,Ayodhya Nagar,3 BHK,"₹ 21,000/month",1299 sq.ft,3 BHK Flat in Ayodhya Nagar,https://example.com/ayodhya-nagar/3-bhk,2024-02-12,21000,1299.0,16.17,2024,2,Feb,7,,False
99acres,Hoshangabad Road,1 BHK,"₹ 8,000/month",526 sq.ft,1 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/1-bhk,2024-02-12,8000,526.0,15.21,2024,2,Feb,7,,False
magicbricks,Hoshangabad Road,1 BHK,"₹ 9,000/month",454 sq.ft,1 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/1-bhk,2024-02-12,9000,454.0,19.82,2024,2,Feb,7,,False
magicbricks,Hoshangabad Road,1 BHK,"₹ 6,500/month",412 sq.ft,1 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/1-bhk,2024-02-12,6500,412.0,15.78,2024,2,Feb,7,,False
magicbricks,Hoshangabad Road,1 BHK,"₹ 8,000/month",524 sq.ft,1 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/1-bhk,2024-02-12,8000,524.0,15.27,2024,2,Feb,7,,False
99acres,Hoshangabad Road,1 BHK,"₹ 9,000/month",471 sq.ft,1 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/1-bhk,2024-02-12,9000,471.0,19.11,2024,2,Feb,7,,False
magicbricks,Hoshangabad Road,1 BHK,"₹ 8,000/month",612 sq.ft,1 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/1-bhk,2024-02-12,8000,612.0,13.07,2024,2,Feb,7,,False
magicbricks,Hoshangabad Road,1 BHK,"₹ 9,000/month",433 sq.ft,1 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/1-bhk,2024-02-12,9000,433.0,20.79,2024,2,Feb,7,,False
magicbricks,Hoshangabad Road,1 BHK,"₹ 7,500/month",582 sq.ft,1 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/1-bhk,2024-02-12,7500,582.0,12.89,2024,2,Feb,7,,False
magicbricks,Hoshangabad Road,1 BHK,"₹ 9,500/month",491 sq.ft,1 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/1-bhk,2024-02-12,9500,491.0,19.35,2024,2,Feb,7,,False
99acres,Hoshangabad Road,2 BHK,"₹ 18,500/month",718 sq.ft,2 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/2-bhk,2024-02-12,18500,718.0,25.77,2024,2,Feb,7,,False
magicbricks,Hoshangabad Road,2 BHK,"₹ 13,000/month",827 sq.ft,2 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/2-bhk,2024-02-12,13000,827.0,15.72,2024,2,Feb,7,,False
magicbricks,Hoshangabad Road,2 BHK,"₹ 13,000/month",726 sq.ft,2 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/2-bhk,2024-02-12,13000,726.0,17.91,2024,2,Feb,7,,False
magicbricks,Hoshangabad Road,2 BHK,"₹ 17,000/month",968 sq.ft,2 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/2-bhk,2024-02-12,17000,968.0,17.56,2024,2,Feb,7,,False
99acres,Hoshangabad Road,2 BHK,"₹ 17,000/month",989 sq.ft,2 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/2-bhk,2024-02-12,17000,989.0,17.19,2024,2,Feb,7,,False
99acres,Hoshangabad Road,2 BHK,"₹ 13,000/month",745 sq.ft,2 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/2-bhk,2024-02-12,13000,745.0,17.45,2024,2,Feb,7,,False
magicbricks,Hoshangabad Road,2 BHK,"₹ 13,000/month",838 sq.ft,2 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/2-bhk,2024-02-12,13000,838.0,15.51,2024,2,Feb,7,,False
magicbricks,Hoshangabad Road,2 BHK,"₹ 13,500/month",895 sq.ft,2 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/2-bhk,2024-02-12,13500,895.0,15.08,2024,2,Feb,7,,False
99acres,Hoshangabad Road,2 BHK,"₹ 11,000/month",964 sq.ft,2 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/2-bhk,2024-02-12,11000,964.0,11.41,2024,2,Feb,7,,False
magicbricks,Hoshangabad Road,3 BHK,"₹ 18,000/month",1341 sq.ft,3 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/3-bhk,2024-02-12,18000,1341.0,13.42,2024,2,Feb,7,,False
99acres,Hoshangabad Road,3 BHK,"₹ 18,000/month",1300 sq.ft,3 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/3-bhk,2024-02-12,18000,1300.0,13.85,2024,2,Feb,7,,False
magicbricks,Hoshangabad Road,3 BHK,"₹ 18,500/month",1116 sq.ft,3 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/3-bhk,2024-02-12,18500,1116.0,16.58,2024,2,Feb,7,,False
magicbricks,Hoshangabad Road,3 BHK,"₹ 20,500/month",1422 sq.ft,3 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/3-bhk,2024-02-12,20500,1422.0,14.42,2024,2,Feb,7,,False
99acres,Hoshangabad Road,3 BHK,"₹ 21,500/month",1160 sq.ft,3 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/3-bhk,2024-02-12,21500,1160.0,18.53,2024,2,Feb,7,,False
magicbricks,Hoshangabad Road,3 BHK,"₹ 25,500/month",1231 sq.ft,3 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/3-bhk,2024-02-12,25500,1231.0,20.71,2024,2,Feb,7,,False
magicbricks,Hoshangabad Road,3 BHK,"₹ 18,000/month",1165 sq.ft,3 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/3-bhk,2024-02-12,18000,1165.0,15.45,2024,2,Feb,7,,False
magicbricks,Hoshangabad Road,3 BHK,"₹ 24,000/month",1337 sq.ft,3 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/3-bhk,2024-02-12,24000,1337.0,17.95,2024,2,Feb,7,,False
magicbricks,Hoshangabad Road,3 BHK,"₹ 20,000/month",1383 sq.ft,3 BHK Flat in Hoshangabad Road,https://example.com/hoshangabad-road/3-bhk,2024-02-12,20000,1383.0,14.46,2024,2,Feb,7,,False
magicbricks,Bairagarh,1 BHK,"₹ 5,500/month",604 sq.ft,1 BHK Flat in Bairagarh,https://example.com/bairagarh/1-bhk,2024-02-12,5500,604.0,9.11,2024,2,Feb,7,,False
99acres,Bairagarh,1 BHK,"₹ 6,000/month",483 sq.ft,1 BHK Flat in Bairagarh,https://example.com/bairagarh/1-bhk,2024-02-12,6000,483.0,12.42,2024,2,Feb,7,,False
magicbricks,Bairagarh,1 BHK,"₹ 4,500/month",645 sq.ft,1 BHK Flat in Bairagarh,https://example.com/bairagarh/1-bhk,2024-02-12,4500,645.0,6.98,2024,2,Feb,7,,False
99acres,Bairagarh,1 BHK,"₹ 5,500/month",599 sq.ft,1 BHK Flat in Bairagarh,https://example.com/bairagarh/1-bhk,2024-02-12,5500,599.0,9.18,2024,2,Feb,7,,False
magicbricks,Bairagarh,1 BHK,"₹ 5,500/month",549 sq.ft,1 BHK Flat in Bairagarh,https://example.com/bairagarh/1-bhk,2024-02-12,5500,549.0,10.02,2024,2,Feb,7,,False
99acres,Bairagarh,1 BHK,"₹ 6,000/month",642 sq.ft,1 BHK Flat in Bairagarh,https://example.com/bairagarh/1-bhk,2024-02-12,6000,642.0,9.35,2024,2,Feb,7,,False
magicbricks,Bairagarh,1 BHK,"₹ 5,500/month",580 sq.ft,1 BHK Flat in Bairagarh,https://example.com/bairagarh/1-bhk,2024-02-12,5500,580.0,9.48,2024,2,Feb,7,,False
magicbricks,Bairagarh,1 BHK,"₹ 7,000/month",443 sq.ft,1 BHK Flat in Bairagarh,https://example.com/bairagarh/1-bhk,2024-02-12,7000,443.0,15.8,2024,2,Feb,7,,False
99acres,Bairagarh,1 BHK,"₹ 5,000/month",437 sq.ft,1 BHK Flat in Bairagarh,https://example.com/bairagarh/1-bhk,2024-02-12,5000,437.0,11.44,2024,2,Feb,7,,False
99acres,Bairagarh,1 BHK,"₹ 5,000/month",408 sq.ft,1 BHK Flat in Bairagarh,https://example.com/bairagarh/1-bhk,2024-02-12,5000,408.0,12.25,2024,2,Feb,7,,False
magicbricks,Bairagarh,2 BHK,"₹ 8,000/month",767 sq.ft,2 BHK Flat in Bairagarh,https://example.com/bairagarh/2-bhk,2024-02-12,8000,767.0,10.43,2024,2,Feb,7,,False
99acres,Bairagarh,2 BHK,"₹ 8,500/month",810 sq.ft,2 BHK Flat in Bairagarh,https://example.com/bairagarh/2-bhk,2024-02-12,8500,810.0,10.49,2024,2,Feb,7,,False
99acres,Bairagarh,2 BHK,"₹ 8,000/month",845 sq.ft,2 BHK Flat in Bairagarh,https://example.com/bairagarh/2-bhk,2024-02-12,8000,845.0,9.47,2024,2,Feb,7,,False
magicbricks,Bairagarh,2 BHK,"₹ 10,500/month",844 sq.ft,2 BHK Flat in Bairagarh,https://example.com/bairagarh/2-bhk,2024-02-12,10500,844.0,12.44,2024,2,Feb,7,,False
99acres,Bairagarh,2 BHK,"₹ 10,500/month",1005 sq.ft,2 BHK Flat in Bairagarh,https://example.com/bairagarh/2-bhk,2024-02-12,10500,1005.0,10.45,2024,2,Feb,7,,False
99acres,Bairagarh,2 BHK,"₹ 8,000/month",947 sq.ft,2 BHK Flat in Bairagarh,https://example.com/bairagarh/2-bhk,2024-02-12,8000,947.0,8.45,2024,2,Feb,7,,False
magicbricks,Bairagarh,2 BHK,"₹ 8,000/month",896 sq.ft,2 BHK Flat in Bairagarh,https://example.com/bairagarh/2-bhk,2024-02-12,8000,896.0,8.93,2024,2,Feb,7,,False
magicbricks,Bairagarh,2 BHK,"₹ 9,500/month",884 sq.ft,2 BHK Flat in Bairagarh,https://example.com/bairagarh/2-bhk,2024-02-12,9500,884.0,10.75,2024,2,Feb,7,,False
magicbricks,Bairagarh,2 BHK,"₹ 8,500/month",1035 sq.ft,2 BHK Flat in Bairagarh,https://example.com/bairagarh/2-bhk,2024-02-12,8500,1035.0,8.21,2024,2,Feb,7,,False
magicbricks,Bairagarh,2 BHK,"₹ 9,500/month",1019 sq.ft,2 BHK Flat in Bairagarh,https://example.com/bairagarh/2-bhk,2024-02-12,9500,1019.0,9.32,2024,2,Feb,7,,False
magicbricks,Bairagarh,3 BHK,"₹ 14,500/month",1319 sq.ft,3 BHK Flat in Bairagarh,https://example.com/bairagarh/3-bhk,2024-02-12,14500,1319.0,10.99,2024,2,Feb,7,,False
99acres,Bairagarh,3 BHK,"₹ 11,000/month",1344 sq.ft,3 BHK Flat in Bairagarh,https://example.com/bairagarh/3-bhk,2024-02-12,11000,1344.0,8.18,2024,2,Feb,7,,False
magicbricks,Bairagarh,3 BHK,"₹ 17,000/month",1483 sq.ft,3 BHK Flat in Bairagarh,https://example.com/bairagarh/3-bhk,2024-02-12,17000,1483.0,11.46,2024,2,Feb,7,,False
99acres,Bairagarh,3 BHK,"₹ 17,500/month",1323 sq.ft,3 BHK Flat in Bairagarh,https://example.com/bairagarh/3-bhk,2024-02-12,17500,1323.0,13.23,2024,2,Feb,7,,False
magicbricks,Bairagarh,3 BHK,"₹ 12,500/month",1477 sq.ft,3 BHK Flat in Bairagarh,https://example.com/bairagarh/3-bhk,2024-02-12,12500,1477.0,8.46,2024,2,Feb,7,,False
99acres,Bairagarh,3 BHK,"₹ 13,000/month",1408 sq.ft,3 BHK Flat in Bairagarh,https://example.com/bairagarh/3-bhk,2024-02-12,13000,1408.0,9.23,2024,2,Feb,7,,False
magicbricks,Bairagarh,3 BHK,"₹ 14,500/month",1376 sq.ft,3 BHK Flat in Bairagarh,https://example.com/bairagarh/3-bhk,2024-02-12,14500,1376.0,10.54,2024,2,Feb,7,,False
magicbricks,Bairagarh,3 BHK,"₹ 14,500/month",1227 sq.ft,3 BHK Flat in Bairagarh,https://example.com/bairagarh/3-bhk,2024-02-12,14500,1227.0,11.82,2024,2,Feb,7,,False
magicbricks,Bairagarh,3 BHK,"₹ 15,000/month",1324 sq.ft,3 BHK Flat in Bairagarh,https://example.com/bairagarh/3-bhk,2024-02-12,15000,1324.0,11.33,2024,2,Feb,7,,False
magicbricks,Bairagarh,3 BHK,"₹ 18,000/month",1215 sq.ft,3 BHK Flat in Bairagarh,https://example.com/bairagarh/3-bhk,2024-02-12,18000,1215.0,14.81,2024,2,Feb,7,,False
99acres,Misrod,1 BHK,"₹ 5,000/month",605 sq.ft,1 BHK Flat in Misrod,https://example.com/misrod/1-bhk,2024-02-12,5000,605.0,8.26,2024,2,Feb,7,,False
magicbricks,Misrod,1 BHK,"₹ 4,500/month",473 sq.ft,1 BHK Flat in Misrod,https://example.com/misrod/1-bhk,2024-02-12,4500,473.0,9.51,2024,2,Feb,7,,False
99acres,Misrod,1 BHK,"₹ 4,000/month",639 sq.ft,1 BHK Flat in Misrod,https://example.com/misrod/1-bhk,2024-02-12,4000,639.0,6.26,2024,2,Feb,7,,False
magicbricks,Misrod,1 BHK,"₹ 4,500/month",487 sq.ft,1 BHK Flat in Misrod,https://example.com/misrod/1-bhk,2024-02-12,4500,487.0,9.24,2024,2,Feb,7,,False
magicbricks,Misrod,1 BHK,"₹ 5,000/month",564 sq.ft,1 BHK Flat in Misrod,https://example.com/misrod/1-bhk,2024-02-12,5000,564.0,8.87,2024,2,Feb,7,,False
magicbricks,Misrod,1 BHK,"₹ 6,000/month",453 sq.ft,1 BHK Flat in Misrod,https://example.com/misrod/1-bhk,2024-02-12,6000,453.0,13.25,2024,2,Feb,7,,False
magicbricks,Misrod,1 BHK,"₹ 4,500/month",633 sq.ft,1 BHK Flat in Misrod,https://example.com/misrod/1-bhk,2024-02-12,4500,633.0,7.11,2024,2,Feb,7,,False
99acres,Misrod,1 BHK,"₹ 5,000/month",434 sq.ft,1 BHK Flat in Misrod,https://example.com/misrod/1-bhk,2024-02-12,5000,434.0,11.52,2024,2,Feb,7,,False
99acres,Misrod,1 BHK,"₹ 5,000/month",461 sq.ft,1 BHK Flat in Misrod,https://example.com/misrod/1-bhk,2024-02-12,5000,461.0,10.85,2024,2,Feb,7,,False
99acres,Misrod,2 BHK,"₹ 9,500/month",923 sq.ft,2 BHK Flat in Misrod,https://example.com/misrod/2-bhk,2024-02-12,9500,923.0,10.29,2024,2,Feb,7,,False
magicbricks,Misrod,2 BHK,"₹ 11,000/month",735 sq.ft,2 BHK Flat in Misrod,https://example.com/misrod/2-bhk,2024-02-12,11000,735.0,14.97,2024,2,Feb,7,,False
99acres,Misrod,2 BHK,"₹ 8,000/month",951 sq.ft,2 BHK Flat in Misrod,https://example.com/misrod/2-bhk,2024-02-12,8000,951.0,8.41,2024,2,Feb,7,,False
99acres,Misrod,2 BHK,"₹ 8,000/month",938 sq.ft,2 BHK Flat in Misrod,https://example.com/misrod/2-bhk,2024-02-12,8000,938.0,8.53,2024,2,Feb,7,,False
99acres,Misrod,2 BHK,"₹ 9,500/month",702 sq.ft,2 BHK Flat in Misrod,https://example.com/misrod/2-bhk,2024-02-12,9500,702.0,13.53,2024,2,Feb,7,,False
magicbricks,Misrod,2 BHK,"₹ 9,000/month",842 sq.ft,2 BHK Flat in Misrod,https://example.com/misrod/2-bhk,2024-02-12,9000,842.0,10.69,2024,2,Feb,7,,False
99acres,Misrod,2 BHK,"₹ 10,500/month",867 sq.ft,2 BHK Flat in Misrod,https://example.com/misrod/2-bhk,2024-02-12,10500,867.0,12.11,2024,2,Feb,7,,False
magicbricks,Misrod,2 BHK,"₹ 9,000/month",965 sq.ft,2 BHK Flat in Misrod,https://example.com/misrod/2-bhk,2024-02-12,9000,965.0,9.33,2024,2,Feb,7,,False
99acres,Misrod,2 BHK,"₹ 8,000/month",812 sq.ft,2 BHK Flat in Misrod,https://example.com/misrod/2-bhk,2024-02-12,8000,812.0,9.85,2024,2,Feb,7,,False
99acres,Misrod,3 BHK,"₹ 14,000/month",1463 sq.ft,3 BHK Flat in Misrod,https://example.com/misrod/3-bhk,2024-02-12,14000,1463.0,9.57,2024,2,Feb,7,,False
99acres,Misrod,3 BHK,"₹ 15,000/month",1361 sq.ft,3 BHK Flat in Misrod,https://example.com/misrod/3-bhk,2024-02-12,15000,1361.0,11.02,2024,2,Feb,7,,False
99acres,Misrod,3 BHK,"₹ 14,500/month",1314 sq.ft,3 BHK Flat in Misrod,https://example.com/misrod/3-bhk,2024-02-12,14500,1314.0,11.04,2024,2,Feb,7,,False
99acres,Misrod,3 BHK,"₹ 14,000/month",1465 sq.ft,3 BHK Flat in Misrod,https://example.com/misrod/3-bhk,2024-02-12,14000,1465.0,9.56,2024,2,Feb,7,,False
99acres,Misrod,3 BHK,"₹ 15,000/month",1267 sq.ft,3 BHK Flat in Misrod,https://example.com/misrod/3-bhk,2024-02-12,15000,1267.0,11.84,2024,2,Feb,7,,False
99acres,Misrod,3 BHK,"₹ 15,000/month",1474 sq.ft,3 BHK Flat in Misrod,https://example.com/misrod/3-bhk,2024-02-12,15000,1474.0,10.18,2024,2,Feb,7,,False
magicbricks,Misrod,3 BHK,"₹ 15,500/month",1499 sq.ft,3 BHK Flat in Misrod,https://example.com/misrod/3-bhk,2024-02-12,15500,1499.0,10.34,2024,2,Feb,7,,False
99acres,Misrod,3 BHK,"₹ 14,000/month",1415 sq.ft,3 BHK Flat in Misrod,https://example.com/misrod/3-bhk,2024-02-12,14000,1415.0,9.89,2024,2,Feb,7,,False
magicbricks,Misrod,3 BHK,"₹ 12,500/month",1475 sq.ft,3 BHK Flat in Misrod,https://example.com/misrod/3-bhk,2024-02-12,12500,1475.0,8.47,2024,2,Feb,7,,False
99acres,Arera Colony,1 BHK,"₹ 10,000/month",475 sq.ft,1 BHK Flat in Arera Colony,https://example.com/arera-colony/1-bhk,2024-02-19,10000,475.0,21.05,2024,2,Feb,8,,False
magicbricks,Arera Colony,1 BHK,"₹ 11,000/month",632 sq.ft,1 BHK Flat in Arera Colony,https://example.com/arera-colony/1-bhk,2024-02-19,11000,632.0,17.41,2024,2,Feb,8,,False
magicbricks,Arera Colony,1 BHK,"₹ 8,500/month",471 sq.ft,1 BHK Flat in Arera Colony,https://example.com/arera-colony/1-bhk,2024-02-19,8500,471.0,18.05,2024,2,Feb,8,,False
99acres,Arera Colony,2 BHK,"₹ 17,000/month",1011 sq.ft,2 BHK Flat in Arera Colony,https://example.com/arera-colony/2-bhk,2024-02-19,17000,1011.0,16.82,2024,2,Feb,8,,False
